index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,shot_freeze_frame,match_id,obv_for_after,obv_for_before,obv_for_net,obv_against_after,obv_against_before,obv_against_net,obv_total_net,player_id,player_name,position_id,position_name,pass_length,pass_angle,pass_pass_success_probability,pass_recipient_id,pass_recipient_name,pass_height_id,pass_height_name,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,pass_pass_cluster_id,pass_pass_cluster_label,pass_pass_cluster_probability,under_pressure,pass_aerial_won,pass_outcome_id,pass_outcome_name,duel_type_id,duel_type_name,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,clearance_head,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_switch,out,counterpress,shot_statsbomb_xg,shot_shot_execution_xg,shot_shot_execution_xg_uplift,shot_gk_positioning_xg_suppression,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,clearance_aerial_won,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_outcome_id,goalkeeper_outcome_name,interception_outcome_id,interception_outcome_name,duel_outcome_id,duel_outcome_name,shot_first_time,off_camera,pass_assisted_shot_id,pass_goal_assist,pass_through_ball,pass_technique_id,pass_technique_name,shot_one_on_one,shot_gk_save_difficulty_xg,shot_gk_shot_stopping_xg_suppression,shot_key_pass_id,goalkeeper_technique_id,goalkeeper_technique_name,dribble_outcome_id,dribble_outcome_name,ball_recovery_recovery_failure,foul_committed_card_id,foul_committed_card_name,foul_won_defensive,pass_shot_assist,pass_inswinging,pass_cross,injury_stoppage_in_chain,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,clearance_left_foot,pass_no_touch,shot_saved_off_target,goalkeeper_shot_saved_off_target,50_50_outcome_id,50_50_outcome_name,pass_cut_back,block_offensive,foul_committed_advantage,foul_won_advantage,pass_miscommunication,dribble_nutmeg,pass_deflected,block_deflection,pass_outswinging,clearance_other,bad_behaviour_card_id,bad_behaviour_card_name,foul_committed_type_id,foul_committed_type_name,dribble_overrun,block_save_block,miscontrol_aerial_won,shot_aerial_won,foul_committed_offensive,pass_straight,ball_recovery_offensive,shot_deflected,shot_open_goal,goalkeeper_punched_out,foul_committed_penalty,foul_won_penalty,shot_shot_shot_assist,dribble_no_touch,shot_saved_to_post,goalkeeper_shot_saved_to_post,shot_shot_goal_assist,shot_follows_dribble,goalkeeper_lost_out,goalkeeper_lost_in_play,player_off_permanent,shot_redirect,goalkeeper_success_out,goalkeeper_success_in_play,x,y,end_x,end_y,carry_end_x,carry_end_y,goalkeeper_end_x,goalkeeper_end_y,shot_end_x,shot_end_y,shot_end_z,prog_pass,prog_carry,pass_or_carry_angle,phase,count_hi,count_hsr,count_high_acceleration,count_high_deceleration,count_medium_acceleration,count_medium_deceleration,count_sprint,high_intensity_hi_distance,high_speed_running_hsr_distance,m/min,max_speed,running_distance,sprinting_distance,total_distance,x1_bin_xT,y1_bin_xT,x2_bin_xT,y2_bin_xT,start_zone_value_xT,end_zone_value_xT,xT,Shoter_x,Shoter_y,in_box
1,1,00:00:00.000,0,0,1,0.0,35,Starting XI,4654,Tokyo Verdy,1,Regular Play,4654,Tokyo Verdy,442.0,"[{'jersey_number': 1, 'player.id': 95880, 'player.name': 'Matheus Caldeira Vidotto de Oliveira', 'position.id': 1, 'position.name': 'Goalkeeper'}, {'jersey_number': 17, 'player.id': 275987, 'player.name': 'Tetsuyuki Inami', 'position.id': 2, 'position.name': 'Right Back'}, {'jersey_number': 4, 'player.id': 126935, 'player.name': 'Naoki Hayashi', 'position.id': 3, 'position.name': 'Right Center Back'}, {'jersey_number': 3, 'player.id': 203599, 'player.name': 'Hiroto Taniguchi', 'position.id': 5, 'position.name': 'Left Center Back'}, {'jersey_number': 22, 'player.id': 96165, 'player.name': 'Hijiri Onaga', 'position.id': 6, 'position.name': 'Left Back'}, {'jersey_number': 7, 'player.id': 122912, 'player.name': 'Koki Morita', 'position.id': 9, 'position.name': 'Right Defensive Midfield'}, {'jersey_number': 10, 'player.id': 95975, 'player.name': 'Tomoya Miki', 'position.id': 11, 'position.name': 'Left Defensive Midfield'}, {'jersey_number': 18, 'player.id': 214548, 'player.name': 'Fuki Yamada', 'position.id': 12, 'position.name': 'Right Midfield'}, {'jersey_number': 8, 'player.id': 42443, 'player.name': 'Kosuke Saito', 'position.id': 16, 'position.name': 'Left Midfield'}, {'jersey_number': 20, 'player.id': 202733, 'player.name': 'Yudai Kimura', 'position.id': 22, 'position.name': 'Right Center Forward'}, {'jersey_number': 9, 'player.id': 42220, 'player.name': 'Itsuki Someno', 'position.id': 24, 'position.name': 'Left Center Forward'}]",,3925234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,00:00:00.000,0,0,1,0.0,35,Starting XI,4654,Tokyo Verdy,1,Regular Play,1880,Yokohama F. Marinos,4231.0,"[{'jersey_number': 1, 'player.id': 95190, 'player.name': 'William Popp', 'position.id': 1, 'position.name': 'Goalkeeper'}, {'jersey_number': 27, 'player.id': 37495, 'player.name': 'Ken Matsubara', 'position.id': 2, 'position.name': 'Right Back'}, {'jersey_number': 15, 'player.id': 97924, 'player.name': 'Takumi Kamijima', 'position.id': 3, 'position.name': 'Right Center Back'}, {'jersey_number': 5, 'player.id': 37219, 'player.name': 'Carlos Eduardo Bendini Giusti', 'position.id': 5, 'position.name': 'Left Center Back'}, {'jersey_number': 39, 'player.id': 94002, 'player.name': 'Taiki Watanabe', 'position.id': 6, 'position.name': 'Left Back'}, {'jersey_number': 8, 'player.id': 37490, 'player.name': 'Takuya Kida', 'position.id': 9, 'position.name': 'Right Defensive Midfield'}, {'jersey_number': 6, 'player.id': 43071, 'player.name': 'Kota Watanabe', 'position.id': 11, 'position.name': 'Left Defensive Midfield'}, {'jersey_number': 18, 'player.id': 37513, 'player.name': 'Kota Mizunuma', 'position.id': 17, 'position.name': 'Right Wing'}, {'jersey_number': 28, 'player.id': 209939, 'player.name': 'Riku Yamane', 'position.id': 19, 'position.name': 'Center Attacking Midfield'}, {'jersey_number': 7, 'player.id': 25289, 'player.name': 'José Elber Pimentel da Silva', 'position.id': 21, 'position.name': 'Left Wing'}, {'jersey_number': 10, 'player.id': 37649, 'player.name': 'Anderson José Lopes de Souza', 'position.id': 23, 'position.name': 'Center Forward'}]",,3925234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,00:00:00.000,0,0,1,0.0,18,Half Start,4654,Tokyo Verdy,1,Regular Play,4654,Tokyo Verdy,,,,3925234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,00:00:00.000,0,0,1,0.0,18,Half Start,4654,Tokyo Verdy,1,Regular Play,1880,Yokohama F. Marinos,,,,3925234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,00:00:00.160,0,0,2,2.3528,30,Pass,4654,Tokyo Verdy,9,From Kick Off,4654,Tokyo Verdy,,,,3925234,0.0142,0.0074,0.0067,0.011,0.0086,0.0025,0.0043,42220.0,Itsuki Someno,24.0,Left Center Forward,28.0016,-2.6987,0.998,203599.0,Hiroto Taniguchi,1.0,Ground Pass,40.0,Right Foot,65.0,Kick Off,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,40.0,34.7,28.0,,,,,,,,-26.13994427674073,0.0,-154.6246262792763,,,,,,,,,,,,,,,,5.0,3.0,3.0,2.0,0.01484598,0.01110462,-0.003741359999999999,,,
6,1,00:00:02.512,0,2,2,,42,Ball Receipt*,4654,Tokyo Verdy,9,From Kick Off,4654,Tokyo Verdy,,,,3925234,,,,,,,,203599.0,Hiroto Taniguchi,5.0,Left Center Back,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.7,28.0,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1,00:00:02.512,0,2,2,1.4074,43,Carry,4654,Tokyo Verdy,9,From Kick Off,4654,Tokyo Verdy,,,,3925234,0.0143,0.0142,0.0001,0.0112,0.011,0.0002,0.0,203599.0,Hiroto Taniguchi,5.0,Left Center Back,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.7,28.0,,,34.7,31.2,,,,,,0.0,0.3872183725457176,,,,,,,,,,,,,,,,,3.0,2.0,3.0,3.0,0.01110462,0.01132376,0.0002191399999999996,,,
8,1,00:00:03.920,0,3,2,3.0927,30,Pass,4654,Tokyo Verdy,9,From Kick Off,4654,Tokyo Verdy,,,,3925234,0.0118,0.0143,-0.0025,0.0058,0.0112,-0.0054,0.0029,203599.0,Hiroto Taniguchi,5.0,Left Center Back,67.3612,0.4816,0.2951,214548.0,Fuki Yamada,3.0,High Pass,40.0,Right Foot,,,54.0,Defensive third - Center - Forwards - Long - High Pass,0.8749,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.7,31.2,94.4,62.4,,,,,,,,51.73625930344414,0.0,27.59215631183,,,,,,,,,,,,,,,,,,,,,,,,,
9,1,00:00:07.012,0,7,2,,42,Ball Receipt*,4654,Tokyo Verdy,9,From Kick Off,4654,Tokyo Verdy,,,,3925234,,,,,,,,214548.0,Fuki Yamada,12.0,Right Midfield,,,,,,,,,,,,,,,,,,1,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,59.4,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1,00:00:07.012,0,7,2,1.4671,30,Pass,4654,Tokyo Verdy,9,From Kick Off,1880,Yokohama F. Marinos,,,,3925234,0.0068,0.0112,-0.0044,0.0108,0.0143,-0.0035,-0.0009,94002.0,Taiki Watanabe,6.0,Left Back,13.2401,0.5482,0.6397,209939.0,Riku Yamane,3.0,High Pass,37.0,Head,66.0,Recovery,48.0,Defensive third - Center - Forwards - Short - Ground Pass,0.8669,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7,17.7,37.0,24.6,,,,,,,,12.484291141008455,0.0,31.40905155215868,,,,,,,,,,,,,,,,2.0,1.0,3.0,2.0,0.00942382,0.01110462,0.0016808000000000014,,,
